Data downloaded from Alaska Climate Research Center (https://akclimate.org)
Station name: Anchorage
Station ID: USW00026451
Downloaded: Tue Oct 11 2022 12:08:28 GMT-0600 (Mountain Daylight Time)

"Date","Maximum Temperature (degF)","Precipitation (in)","Mean Temperature (degF)","Minimum Temperature (degF)","Snowfall (in)","Snow Depth (in)"
"2013-03-18","27","0","16.5","6","0","18"
"2013-03-19","28","0","20","12","0","17"
"2013-03-20","24","0","16.5","9","0","17"
"2013-03-21","27","0","15.5","4","0","17"
"2013-03-22","33","0.06","26","19","1.5","17"
"2013-03-23","33","0.02","27.5","22","0.7","18"
"2013-03-24","25","0.42","21","17","5.8","21"
"2013-03-25","24","0.59","17","10","7.3","27"
"2013-03-26","19","","10.5","2","","26"
"2013-03-27","20","0","10","0","0","26"
"2013-03-28","26","","19","12","","26"
"2013-03-29","36","","29.5","23","","24"
"2013-03-30","41","0","34.5","28","0","22"
"2013-03-31","41","0","34","27","0","20"
"2013-04-01","39","0","33","27","0","19"
"2013-04-02","40","0","30","20","0","19"
"2013-04-03","45","0","37.5","30","0","17"
"2013-04-04","40","0","32","24","0","16"
"2013-04-05","34","0.03","27.5","21","1","16"
"2013-04-06","27","0.21","21.5","16","6.2","21"
"2013-04-07","27","","22.5","18","0","19"
"2013-04-08","20","0.21","15.5","11","5.2","23"
"2013-04-09","24","0.02","19","14","0.8","21"
"2013-04-10","23","0.03","17","11","1.5","21"
"2013-04-11","26","0","17","8","0","20"
"2013-04-12","32","0","22","12","0","20"
"2013-04-13","34","0","24.5","15","0","20"
"2013-04-14","38","0","26","14","0","19"
"2013-04-15","40","0","31","22","0","18"
"2013-04-16","34","0","27.5","21","0","17"
"2013-04-17","33","0","25.5","18","0","17"
"2013-04-18","39","0","29.5","20","0","16"
"2013-04-19","44","0","32.5","21","0","15"
"2013-04-20","44","0","35","26","0","14"
"2013-04-21","42","0","34","26","0","13"
"2013-04-22","51","0","38.5","26","0","12"
"2013-04-23","42","0.28","37","32","1.3","12"
"2013-04-24","40","","36.5","33","","10"
"2013-04-25","41","0","35.5","30","0","9"
"2013-04-26","38","0","32","26","0","7"
"2013-04-27","42","0","35.5","29","0","7"
"2013-04-28","42","0","34","26","0","5"
"2013-04-29","44","0","33.5","23","0","4"
"2013-04-30","40","","36","32","","3"
"2013-05-01","45","0","37.5","30","0","2"
"2013-05-02","40","0.11","37","34","","2"
"2013-05-03","43","","38.5","34","0","1"
"2013-05-04","39","0.36","36","33","0.9","0"
"2013-05-05","46","0","38.5","31","0","0"
"2013-05-06","45","0","38.5","32","0","0"
"2013-05-07","48","0","40","32","0","0"
"2013-05-08","54","0","42.5","31","0","0"
"2013-05-09","55","","44.5","34","0","0"
"2013-05-10","61","0","47","33","0","0"
"2013-05-11","55","","49","43","0","0"
"2013-05-12","54","0.14","47.5","41","0","0"
"2013-05-13","54","0.01","46.5","39","0","0"
"2013-05-14","48","0","41.5","35","0","0"
"2013-05-15","51","0","44.5","38","0","0"
"2013-05-16","42","0.23","39","36","","0"
"2013-05-17","38","0.52","35.5","33","0.3","0"
"2013-05-18","41","0.02","34.5","28","0.1","0"
"2013-05-19","46","0","38","30","0","0"
"2013-05-20","51","0","41.5","32","0","0"
"2013-05-21","50","0","40.5","31","0","0"
"2013-05-22","54","","45.5","37","0","0"
"2013-05-23","59","0.01","50.5","42","0","0"
"2013-05-24","65","0","53","41","0","0"
"2013-05-25","67","0","56.5","46","0","0"
"2013-05-26","60","0","49.5","39","0","0"
"2013-05-27","73","0","58.5","44","0","0"
"2013-05-28","74","0","58","42","0","0"
"2013-05-29","76","0","62","48","0","0"
"2013-05-30","69","0","59.5","50","0","0"
"2013-05-31","59","0","52.5","46","0","0"
"2013-06-01","55","","50.5","46","0","0"
"2013-06-02","57","0.38","52","47","0","0"
"2013-06-03","57","","52","47","0","0"
"2013-06-04","60","","53","46","0","0"
"2013-06-05","62","0","54","46","0","0"
"2013-06-06","66","0","54","42","0","0"
"2013-06-07","71","","59","47","0","0"
"2013-06-08","70","0","57.5","45","0","0"
"2013-06-09","75","0","61.5","48","0","0"
"2013-06-10","74","0","63.5","53","0","0"
"2013-06-11","74","0","62.5","51","0","0"
"2013-06-12","76","0","64.5","53","0","0"
"2013-06-13","68","","59.5","51","0","0"
"2013-06-14","69","0","58","47","0","0"
"2013-06-15","71","0","59.5","48","0","0"
"2013-06-16","79","0","64.5","50","0","0"
"2013-06-17","80","0","67.5","55","0","0"
"2013-06-18","82","0","68.5","55","0","0"
"2013-06-19","73","0","63.5","54","0","0"
"2013-06-20","68","0","58.5","49","0","0"
"2013-06-21","58","","54","50","0","0"
"2013-06-22","70","0","57.5","45","0","0"
"2013-06-23","70","","60","50","0","0"
"2013-06-24","71","","63","55","0","0"
"2013-06-25","73","0","62","51","0","0"
"2013-06-26","77","0","65","53","0","0"
"2013-06-27","66","0","62","58","0","0"
"2013-06-28","59","","57","55","0","0"
"2013-06-29","65","0","60","55","0","0"
"2013-06-30","62","","58.5","55","0","0"
"2013-07-01","59","0.49","55.5","52","0","0"
"2013-07-02","60","0.03","55","50","0","0"
"2013-07-03","62","","56.5","51","0","0"
"2013-07-04","57","0.08","54.5","52","0","0"
"2013-07-05","61","0.05","56","51","0","0"
"2013-07-06","64","0.01","58","52","0","0"
"2013-07-07","65","","59","53","0","0"
"2013-07-08","61","","55.5","50","0","0"
"2013-07-09","66","0.01","59.5","53","0","0"
"2013-07-10","73","","64","55","0","0"
"2013-07-11","75","0.01","65.5","56","0","0"
"2013-07-12","76","0","67","58","0","0"
"2013-07-13","70","0","64.5","59","0","0"
"2013-07-14","66","0","60","54","0","0"
"2013-07-15","63","","58","53","0","0"
"2013-07-16","69","","62.5","56","0","0"
"2013-07-17","72","0","63.5","55","0","0"
"2013-07-18","73","0","64.5","56","0","0"
"2013-07-19","71","0","66","61","0","0"
"2013-07-20","72","0.29","64","56","0","0"
"2013-07-21","79","0","67","55","0","0"
"2013-07-22","76","0","67","58","0","0"
"2013-07-23","77","0","66.5","56","0","0"
"2013-07-24","79","0","66.5","54","0","0"
"2013-07-25","74","0.05","67.5","61","0","0"
"2013-07-26","71","0","66","61","0","0"
"2013-07-27","71","0","64","57","0","0"
"2013-07-28","73","0","64","55","0","0"
"2013-07-29","72","0","64","56","0","0"
"2013-07-30","72","0","64","56","0","0"
"2013-07-31","72","0","64","56","0","0"
"2013-08-01","70","0","61.5","53","0","0"
"2013-08-02","72","","65.5","59","0","0"
"2013-08-03","67","","62","57","0","0"
"2013-08-04","67","","63","59","0","0"
"2013-08-05","67","","61.5","56","0","0"
"2013-08-06","66","0.02","60.5","55","0","0"
"2013-08-07","63","0.17","59","55","0","0"
"2013-08-08","68","0.07","61.5","55","0","0"
"2013-08-09","58","0.62","55","52","0","0"
"2013-08-10","63","0.06","58","53","0","0"
"2013-08-11","58","1.08","55.5","53","0","0"
"2013-08-12","68","0.33","61.5","55","0","0"
"2013-08-13","71","0","63","55","0","0"
"2013-08-14","63","","58","53","0","0"
"2013-08-15","66","0","57.5","49","0","0"
"2013-08-16","60","0.13","56","52","0","0"
"2013-08-17","67","0.23","61","55","0","0"
"2013-08-18","61","0.26","58.5","56","0","0"
"2013-08-19","59","0.5","57","55","0","0"
"2013-08-20","62","0.05","58.5","55","0","0"
"2013-08-21","58","0.34","55.5","53","0","0"
"2013-08-22","56","0.44","54","52","0","0"
"2013-08-23","67","0.08","60","53","0","0"
"2013-08-24","70","0","60","50","0","0"
"2013-08-25","66","0","54","42","0","0"
"2013-08-26","67","0","56.5","46","0","0"
"2013-08-27","63","0.03","57","51","0","0"
"2013-08-28","62","0.35","57.5","53","0","0"
"2013-08-29","57","0.21","54","51","0","0"
"2013-08-30","60","0.01","56","52","0","0"
"2013-08-31","59","0.06","56","53","0","0"
"2013-09-01","58","0.03","55.5","53","0","0"
"2013-09-02","63","0.25","58.5","54","0","0"
"2013-09-03","64","0.16","58","52","0","0"
"2013-09-04","61","0.82","55.5","50","0","0"
"2013-09-05","60","","55","50","0","0"
"2013-09-06","56","0.29","51.5","47","0","0"
"2013-09-07","59","0.12","54","49","0","0"
"2013-09-08","62","0.44","56.5","51","0","0"
"2013-09-09","58","0.05","53.5","49","0","0"
"2013-09-10","56","0.58","53","50","0","0"
"2013-09-11","57","1","53.5","50","0","0"
"2013-09-12","60","0.07","53.5","47","0","0"
"2013-09-13","57","0.33","52.5","48","0","0"
"2013-09-14","63","0","54.5","46","0","0"
"2013-09-15","59","0","51","43","0","0"
"2013-09-16","57","","47.5","38","0","0"
"2013-09-17","53","","48","43","0","0"
"2013-09-18","53","0.07","48","43","0","0"
"2013-09-19","53","0.04","46","39","0","0"
"2013-09-20","49","0","40.5","32","0","0"
"2013-09-21","47","","39.5","32","0","0"
"2013-09-22","45","","42.5","40","0","0"
"2013-09-23","45","","38.5","32","","0"
"2013-09-24","47","0.06","37.5","28","0","0"
"2013-09-25","51","1.14","45","39","0","0"
"2013-09-26","49","0.11","45","41","0","0"
"2013-09-27","53","0","48","43","0","0"
"2013-09-28","53","0","46","39","0","0"
"2013-09-29","53","0","45","37","0","0"
"2013-09-30","54","0","43.5","33","0","0"
"2013-10-01","52","0.03","42","32","0","0"
"2013-10-02","50","0.15","45.5","41","0","0"
"2013-10-03","52","0","46.5","41","0","0"
"2013-10-04","56","0","45.5","35","0","0"
"2013-10-05","50","0","43","36","0","0"
"2013-10-06","47","0.48","45","43","0","0"
"2013-10-07","49","0.01","42","35","0","0"
"2013-10-08","50","0.3","45.5","41","0","0"
"2013-10-09","50","0","45.5","41","0","0"
"2013-10-10","44","0.25","38.5","33","0","0"
"2013-10-11","51","0.05","44","37","0","0"
"2013-10-12","53","0","47.5","42","0","0"
"2013-10-13","49","0.34","45.5","42","0","0"
"2013-10-14","51","","48","45","0","0"
"2013-10-15","55","","51.5","48","0","0"
"2013-10-16","57","","51.5","46","0","0"
"2013-10-17","54","0.05","49","44","0","0"
"2013-10-18","54","0.01","49","44","0","0"
"2013-10-19","53","","49","45","0","0"
"2013-10-20","52","","49","46","0","0"
"2013-10-21","49","0.03","42.5","36","0","0"
"2013-10-22","47","","41","35","0","0"
"2013-10-23","42","0","34.5","27","0","0"
"2013-10-24","38","","33","28","","0"
"2013-10-25","49","0","40","31","0","0"
"2013-10-26","41","0","36","31","0","0"
"2013-10-27","44","0.43","40","36","","0"
"2013-10-28","52","0.94","45","38","0","0"
"2013-10-29","51","0","44.5","38","0","0"
"2013-10-30","45","","41.5","38","0","0"
"2013-10-31","44","0.07","41","38","0","0"
"2013-11-01","44","0.12","41.5","39","0","0"
"2013-11-02","42","","39.5","37","0","0"
"2013-11-03","38","0","36.5","35","0","0"
"2013-11-04","40","0","37","34","0","0"
"2013-11-05","42","0","37.5","33","0","0"
"2013-11-06","33","0","28","23","0","0"
"2013-11-07","31","0","27","23","0","0"
"2013-11-08","29","0","23.5","18","0","0"
"2013-11-09","40","0.06","30","20","0.2","0"
"2013-11-10","40","1.1","35","30","7.3","7"
"2013-11-11","33","","28.5","24","","7"
"2013-11-12","25","0","18","11","0","7"
"2013-11-13","26","0","22.5","19","0","7"
"2013-11-14","35","0.01","27","19","0","6"
"2013-11-15","28","0","22","16","0","6"
"2013-11-16","25","0","18.5","12","0","6"
"2013-11-17","18","0","15.5","13","0","6"
"2013-11-18","13","0","6","-1","0","6"
"2013-11-19","7","","0","-7","","6"
"2013-11-20","6","0","3","0","0","5"
"2013-11-21","18","0.01","10.5","3","0.2","5"
"2013-11-22","30","0.18","24","18","0.4","5"
"2013-11-23","34","0","25.5","17","0","5"
"2013-11-24","35","","30.5","26","","5"
"2013-11-25","40","0","33","26","0","5"
"2013-11-26","31","0.12","28.5","26","1.9","7"
"2013-11-27","31","0.08","27.5","24","1.2","8"
"2013-11-28","24","0","13","2","0","7"
"2013-11-29","10","","2","-6","","7"
"2013-11-30","14","0","3","-8","0","7"
"2013-12-01","11","0","4","-3","0","7"
"2013-12-02","13","0","6.5","0","0","7"
"2013-12-03","19","0","11.5","4","0","7"
"2013-12-04","25","0.05","20","15","0.2","7"
"2013-12-05","32","0.03","28.5","25","","7"
"2013-12-06","34","","32.5","31","","7"
"2013-12-07","34","0.01","32","30","0","7"
"2013-12-08","33","","30.5","28","","7"
"2013-12-09","31","","29.5","28","","7"
"2013-12-10","30","","27","24","","7"
"2013-12-11","25","0","20.5","16","0","7"
"2013-12-12","17","0.01","11.5","6","0.1","7"
"2013-12-13","21","0.16","17","13","3.2","10"
"2013-12-14","22","0.38","20","18","8.5","18"
"2013-12-15","20","0.04","11","2","1.8","18"
"2013-12-16","8","0","-0.5","-9","0","17"
"2013-12-17","1","0","-5","-11","0","16"
"2013-12-18","9","0.29","0.5","-8","3.6","19"
"2013-12-19","17","0.17","13","9","2.7","18"
"2013-12-20","24","0.06","18.5","13","0.3","16"
"2013-12-21","30","0.07","27","24","0.7","16"
"2013-12-22","32","0.16","26","20","2","17"
"2013-12-23","23","0","13.5","4","0","17"
"2013-12-24","7","0","2.5","-2","0","17"
"2013-12-25","6","0","-1.5","-9","0","17"
"2013-12-26","10","0","4","-2","0","17"
"2013-12-27","18","","10","2","","16"
"2013-12-28","24","0","20","16","0","16"
"2013-12-29","24","0","21","18","0","16"
"2013-12-30","24","0","17.5","11","0","16"
"2013-12-31","27","","19","11","","16"
"2014-01-01","32","0.02","26.5","21","0.1","16"
"2014-01-02","33","","28","23","","15"
"2014-01-03","34","0.1","29","24","0.9","15"
"2014-01-04","33","","30.5","28","0.2","15"
"2014-01-05","33","0.04","30.5","28","0.4","15"
"2014-01-06","41","0","34","27","0","14"
"2014-01-07","30","0","25","20","0","14"
"2014-01-08","29","","25.5","22","","14"
"2014-01-09","32","","29","26","0.2","14"
"2014-01-10","28","","25","22","0.1","14"
"2014-01-11","24","","19.5","15","","14"
"2014-01-12","17","0.04","13.5","10","1","14"
"2014-01-13","21","0.02","18","15","0.1","14"
"2014-01-14","35","0.08","27","19","0.8","15"
"2014-01-15","36","0.25","32","28","3.6","18"
"2014-01-16","33","0.15","30.5","28","1.8","20"
"2014-01-17","46","0.05","38","30","0","18"
"2014-01-18","42","0.04","38.5","35","0","17"
"2014-01-19","36","","32","28","","17"
"2014-01-20","33","0","30","27","0","17"
"2014-01-21","45","","36","27","0","16"
"2014-01-22","38","0.15","34.5","31","0","15"
"2014-01-23","48","0.5","41.5","35","0","12"
"2014-01-24","47","0.01","41","35","0","9"
"2014-01-25","38","0.07","35.5","33","0","9"
"2014-01-26","46","0","39","32","0","8"
"2014-01-27","50","","40.5","31","0","7"
"2014-01-28","44","","37","30","0","5"
"2014-01-29","33","0","28","23","0","5"
"2014-01-30","29","0","23.5","18","0","5"
"2014-01-31","25","0","19.5","14","0","5"
"2014-02-01","24","0","18","12","0","5"
"2014-02-02","25","0","18.5","12","0","5"
"2014-02-03","27","0","21.5","16","0","5"
"2014-02-04","29","0","22.5","16","0","5"
"2014-02-05","25","0","17.5","10","0","5"
"2014-02-06","25","0.01","16.5","8","0.4","5"
"2014-02-07","29","0","26","23","0","5"
"2014-02-08","23","0","19.5","16","0","5"
"2014-02-09","23","0","16.5","10","0","5"
"2014-02-10","22","0","16.5","11","0","5"
"2014-02-11","14","0","7","0","0","5"
"2014-02-12","13","0.02","8","3","0.3","5"
"2014-02-13","11","0.02","6.5","2","0.4","6"
"2014-02-14","28","","17.5","7","","6"
"2014-02-15","23","0.03","18","13","0.4","6"
"2014-02-16","21","0.01","15.5","10","","6"
"2014-02-17","24","0.01","18","12","0.3","6"
"2014-02-18","25","0.16","20","15","3.1","9"
"2014-02-19","25","0.16","22","19","4.7","13"
"2014-02-20","24","0.01","17","10","0.3","13"
"2014-02-21","19","0","12","5","0","12"
"2014-02-22","27","0","22","17","0","12"
"2014-02-23","28","0","20","12","0","11"
"2014-02-24","27","0","18","9","0","11"
"2014-02-25","27","0","20","13","0","11"
"2014-02-26","35","0","30","25","0","11"
"2014-02-27","49","","39.5","30","0","9"
"2014-02-28","41","0","35","29","0","8"
"2014-03-01","38","0","30.5","23","0","6"
"2014-03-02","37","0","28","19","0","6"
"2014-03-03","32","0","26.5","21","0","6"
"2014-03-04","37","","33.5","30","","6"
"2014-03-05","36","0.06","29","22","2.4","8"
"2014-03-06","28","","22","16","","8"
"2014-03-07","28","0","21.5","15","0","8"
"2014-03-08","30","0","17.5","5","0","7"
"2014-03-09","26","0","16.5","7","0","7"
"2014-03-10","37","","27","17","","7"
"2014-03-11","42","0.18","35.5","29","0","7"
"2014-03-12","38","0.05","33.5","29","","7"
"2014-03-13","38","0.01","33.5","29","0","7"
"2014-03-14","44","0.41","32","20","5.7","12"
"2014-03-15","25","0.05","19","13","0.9","12"
"2014-03-16","26","0.02","21.5","17","1.8","12"
"2014-03-17","33","","27","21","","9"
"2014-03-18","36","0.01","30.5","25","0.1","9"
"2014-03-19","36","0","30","24","0","8"
"2014-03-20","36","0","24","12","0","8"
"2014-03-21","38","0","29","20","0","8"
"2014-03-22","39","0","30","21","0","8"
"2014-03-23","41","0","29.5","18","0","7"
"2014-03-24","39","0","27.5","16","0","7"
"2014-03-25","42","0","29","16","0","7"
"2014-03-26","40","0","30.5","21","0","7"
"2014-03-27","38","0","28","18","0","7"
"2014-03-28","37","0","27.5","18","0","7"
"2014-03-29","38","0","28","18","0","7"
"2014-03-30","39","0","28.5","18","0","7"
"2014-03-31","39","0","29","19","0","6"
"2014-04-01","41","0","29.5","18","0","6"
"2014-04-02","41","0","31.5","22","0","5"
"2014-04-03","41","0","30.5","20","0","5"
"2014-04-04","43","0","35.5","28","0","4"
"2014-04-05","44","","37","30","0","4"
"2014-04-06","47","","40","33","0","3"
"2014-04-07","41","0.08","35","29","0.2","2"
"2014-04-08","31","","26.5","22","0.2","2"
"2014-04-09","33","0","25","17","0","2"
"2014-04-10","35","0","26","17","0","2"
"2014-04-11","40","0","30.5","21","0","2"
"2014-04-12","39","","35","31","","1"
"2014-04-13","46","0","39","32","0","1"
"2014-04-14","49","0","38.5","28","0",""
"2014-04-15","47","","39","31","0","0"
"2014-04-16","50","","42","34","0","0"
"2014-04-17","51","0","41.5","32","0","0"
"2014-04-18","50","0","43","36","0","0"
"2014-04-19","54","0","42.5","31","0","0"
"2014-04-20","55","0","42.5","30","0","0"
"2014-04-21","55","0","45","35","0","0"
"2014-04-22","56","0","43.5","31","0","0"
"2014-04-23","48","","41.5","35","0","0"
"2014-04-24","51","0","41","31","0","0"
"2014-04-25","49","0","43.5","38","0","0"
"2014-04-26","48","0","41.5","35","0","0"
"2014-04-27","56","0","45","34","0","0"
"2014-04-28","55","0","49","43","0","0"
"2014-04-29","55","0","46.5","38","0","0"
"2014-04-30","58","0","48","38","0","0"
"2014-05-01","64","0","49","34","0","0"
"2014-05-02","69","0","53","37","0","0"
"2014-05-03","67","0","54.5","42","0","0"
"2014-05-04","64","0","51.5","39","0","0"
"2014-05-05","55","0","48.5","42","0","0"
"2014-05-06","50","0.2","47","44","0","0"
"2014-05-07","58","0","51","44","0","0"
"2014-05-08","60","0","51.5","43","0","0"
"2014-05-09","64","0","51.5","39","0","0"
"2014-05-10","66","0","56","46","0","0"
"2014-05-11","69","0","55","41","0","0"
"2014-05-12","53","0","46","39","0","0"
"2014-05-13","64","0","51.5","39","0","0"
"2014-05-14","71","0","58.5","46","0","0"
"2014-05-15","65","0","55","45","0","0"
"2014-05-16","70","0","55","40","0","0"
"2014-05-17","72","0","58.5","45","0","0"
"2014-05-18","63","0","54.5","46","0","0"
"2014-05-19","59","0","51.5","44","0","0"
"2014-05-20","64","0","53.5","43","0","0"
"2014-05-21","65","0","51","37","0","0"
"2014-05-22","66","0","56","46","0","0"
"2014-05-23","65","0","54","43","0","0"
"2014-05-24","63","0","55","47","0","0"
"2014-05-25","56","0","49.5","43","0","0"
"2014-05-26","59","0","51","43","0","0"
"2014-05-27","55","0.05","50.5","46","0","0"
"2014-05-28","60","","55","50","0","0"
"2014-05-29","57","","52.5","48","0","0"
"2014-05-30","57","0.09","53","49","0","0"
"2014-05-31","53","0.12","46.5","40","0","0"
"2014-06-01","50","0.2","46.5","43","0","0"
"2014-06-02","59","0.02","50","41","0","0"
"2014-06-03","66","0","53","40","0","0"
"2014-06-04","70","0","57.5","45","0","0"
"2014-06-05","66","0","58.5","51","0","0"
"2014-06-06","63","0","54","45","0","0"
"2014-06-07","61","0","56.5","52","0","0"
"2014-06-08","61","0.02","55.5","50","0","0"
"2014-06-09","60","0.42","52","44","0","0"
"2014-06-10","53","0.52","49.5","46","0","0"
"2014-06-11","59","0","52.5","46","0","0"
"2014-06-12","58","","50.5","43","0","0"
"2014-06-13","56","0.03","51.5","47","0","0"
"2014-06-14","60","0.01","54.5","49","0","0"
"2014-06-15","61","","55.5","50","0","0"
"2014-06-16","58","","53","48","0","0"
"2014-06-17","63","","55.5","48","0","0"
"2014-06-18","64","","57","50","0","0"
"2014-06-19","65","0","58","51","0","0"
"2014-06-20","67","0.19","58","49","0","0"
"2014-06-21","56","0.49","52","48","0","0"
"2014-06-22","64","0.03","56","48","0","0"
"2014-06-23","65","","56.5","48","0","0"
"2014-06-24","66","","58","50","0","0"
"2014-06-25","57","0.68","53","49","0","0"
"2014-06-26","56","0.46","52","48","0","0"
"2014-06-27","59","0.08","54","49","0","0"
"2014-06-28","69","0","58.5","48","0","0"
"2014-06-29","72","0.06","63.5","55","0","0"
"2014-06-30","68","","60.5","53","0","0"
"2014-07-01","65","","59.5","54","0","0"
"2014-07-02","72","0","62","52","0","0"
"2014-07-03","76","0","67","58","0","0"
"2014-07-04","75","0","65.5","56","0","0"
"2014-07-05","73","0","66","59","0","0"
"2014-07-06","60","0.07","58","56","0","0"
"2014-07-07","65","","59","53","0","0"
"2014-07-08","67","0","62","57","0","0"
"2014-07-09","62","0.12","57","52","0","0"
"2014-07-10","58","0.52","56","54","0","0"
"2014-07-11","66","0.02","60","54","0","0"
"2014-07-12","69","","62.5","56","0","0"
"2014-07-13","67","0.12","58","49","0","0"
"2014-07-14","65","0","58.5","52","0","0"
"2014-07-15","69","","58.5","48","0","0"
"2014-07-16","69","0","62","55","0","0"
"2014-07-17","65","0","60.5","56","0","0"
"2014-07-18","66","0","60.5","55","0","0"
"2014-07-19","69","0.09","62","55","0","0"
"2014-07-20","69","0.07","60","51","0","0"
"2014-07-21","71","0","62","53","0","0"
"2014-07-22","66","","58","50","0","0"
"2014-07-23","68","","62","56","0","0"
"2014-07-24","68","1.15","61.5","55","0","0"
"2014-07-25","60","0.31","56.5","53","0","0"
"2014-07-26","69","0","60.5","52","0","0"
"2014-07-27","69","","60","51","0","0"
"2014-07-28","66","0.52","59.5","53","0","0"
"2014-07-29","69","0","60","51","0","0"
"2014-07-30","74","0","64","54","0","0"
"2014-07-31","67","0","61","55","0","0"
"2014-08-01","66","0","60.5","55","0","0"
"2014-08-02","68","0","60","52","0","0"
"2014-08-03","71","0.07","63.5","56","0","0"
"2014-08-04","63","0.13","59","55","0","0"
"2014-08-05","67","0","59","51","0","0"
"2014-08-06","68","0","62.5","57","0","0"
"2014-08-07","65","0.01","60","55","0","0"
"2014-08-08","61","","58","55","0","0"
"2014-08-09","67","0.02","60.5","54","0","0"
"2014-08-10","69","0.04","62.5","56","0","0"
"2014-08-11","69","0.01","63","57","0","0"
"2014-08-12","62","0.08","58","54","0","0"
"2014-08-13","65","0.29","60","55","0","0"
"2014-08-14","65","0.02","59","53","0","0"
"2014-08-15","64","0.12","58.5","53","0","0"
"2014-08-16","64","0.01","58.5","53","0","0"
"2014-08-17","65","","58.5","52","0","0"
"2014-08-18","67","0","60","53","0","0"
"2014-08-19","69","0","60","51","0","0"
"2014-08-20","62","0","57","52","0","0"
"2014-08-21","68","","61","54","0","0"
"2014-08-22","64","","57.5","51","0","0"
"2014-08-23","62","","56","50","0","0"
"2014-08-24","59","0.46","56","53","0","0"
"2014-08-25","61","0.54","56.5","52","0","0"
"2014-08-26","63","0.01","55.5","48","0","0"
"2014-08-27","61","0.16","57","53","0","0"
"2014-08-28","58","0.39","55","52","0","0"
"2014-08-29","62","0.16","56","50","0","0"
"2014-08-30","62","0","52.5","43","0","0"
"2014-08-31","61","0","51.5","42","0","0"
"2014-09-01","60","0","48.5","37","0","0"
"2014-09-02","65","0","60.5","56","0","0"
"2014-09-03","64","","55","46","0","0"
"2014-09-04","51","0.55","47.5","44","0","0"
"2014-09-05","54","0.43","51","48","0","0"
"2014-09-06","62","0","55.5","49","0","0"
"2014-09-07","61","0","51.5","42","0","0"
"2014-09-08","58","","51.5","45","0","0"
"2014-09-09","56","0.24","53.5","51","0","0"
"2014-09-10","57","0.47","53.5","50","0","0"
"2014-09-11","66","0.01","55.5","45","0","0"
"2014-09-12","61","0.09","57","53","0","0"
"2014-09-13","61","0.57","56","51","0","0"
"2014-09-14","61","0.09","55","49","0","0"
"2014-09-15","55","0.38","52.5","50","0","0"
"2014-09-16","57","0.04","53","49","0","0"
"2014-09-17","53","0.02","50.5","48","0","0"
"2014-09-18","50","0.33","49","48","0","0"
"2014-09-19","53","0.69","51","49","0","0"
"2014-09-20","59","0.1","52.5","46","0","0"
"2014-09-21","57","","51","45","0","0"
"2014-09-22","53","0","45","37","0","0"
"2014-09-23","56","0","47","38","0","0"
"2014-09-24","55","0","44","33","0","0"
"2014-09-25","56","0","44","32","0","0"
"2014-09-26","57","0","44.5","32","0","0"
"2014-09-27","57","0","48.5","40","0","0"
"2014-09-28","55","0","44.5","34","0","0"
"2014-09-29","52","0","43","34","0","0"
"2014-09-30","51","0","41.5","32","0","0"
"2014-10-01","51","0","40","29","0","0"
"2014-10-02","50","","41","32","","0"
"2014-10-03","45","0.04","41.5","38","0","0"
"2014-10-04","44","","41","38","0","0"
"2014-10-05","44","0","40","36","0","0"
"2014-10-06","44","0","38.5","33","0","0"
"2014-10-07","40","0","33","26","0","0"
"2014-10-08","37","0","31","25","0","0"
"2014-10-09","40","","33.5","27","","0"
"2014-10-10","40","0.25","37","34","","0"
"2014-10-11","45","0.56","42","39","0","0"
"2014-10-12","43","0","40","37","0","0"
"2014-10-13","50","0","43.5","37","0","0"
"2014-10-14","46","0","38.5","31","0","0"
"2014-10-15","44","0","36.5","29","0","0"
"2014-10-16","43","","39.5","36","0","0"
"2014-10-17","49","0","41.5","34","0","0"
"2014-10-18","45","0","37.5","30","0","0"
"2014-10-19","42","0.07","34.5","27","0.6","0"
"2014-10-20","38","0.28","35.5","33","3.2","1"
"2014-10-21","41","","35.5","30","0","3"
"2014-10-22","40","0","32.5","25","0","1"
"2014-10-23","39","0","31","23","0","1"
"2014-10-24","36","","30","24","","1"
"2014-10-25","37","0","31","25","0","1"
"2014-10-26","33","0","27.5","22","0","1"
"2014-10-27","31","0","26","21","0","1"
"2014-10-28","32","","25","18","","1"
"2014-10-29","30","0","24","18","0","1"
"2014-10-30","30","0","24","18","0","1"
"2014-10-31","30","","23","16","","1"
"2014-11-01","35","","31.5","28","","1"
"2014-11-02","37","","33.5","30","0","1"
"2014-11-03","36","0","32","28","0","1"
"2014-11-04","36","0","27.5","19","0","1"
"2014-11-05","35","0","31","27","0","1"
"2014-11-06","33","0","26.5","20","0","1"
"2014-11-07","38","0","34","30","0","1"
"2014-11-08","41","","34.5","28","0","1"
"2014-11-09","47","0","39.5","32","0","1"
"2014-11-10","48","","40.5","33","0","0"
"2014-11-11","45","","39.5","34","0","0"
"2014-11-12","47","0","40.5","34","0","0"
"2014-11-13","37","0","31.5","26","0","0"
"2014-11-14","36","0","30","24","0","0"
"2014-11-15","31","0","26.5","22","0","0"
"2014-11-16","33","0.02","28","23","","0"
"2014-11-17","38","0.01","34","30","","0"
"2014-11-18","47","","37","27","0","0"
"2014-11-19","46","0.19","38.5","31","0","0"
"2014-11-20","35","0","33","31","0","0"
